"GEO_ID","NAME","B17001_001E","B17001_001M","B17001_002E","B17001_002M","B17001_003E","B17001_003M","B17001_004E","B17001_004M","B17001_005E","B17001_005M","B17001_006E","B17001_006M","B17001_007E","B17001_007M","B17001_008E","B17001_008M","B17001_009E","B17001_009M","B17001_010E","B17001_010M","B17001_011E","B17001_011M","B17001_012E","B17001_012M","B17001_013E","B17001_013M","B17001_014E","B17001_014M","B17001_015E","B17001_015M","B17001_016E","B17001_016M","B17001_017E","B17001_017M","B17001_018E","B17001_018M","B17001_019E","B17001_019M","B17001_020E","B17001_020M","B17001_021E","B17001_021M","B17001_022E","B17001_022M","B17001_023E","B17001_023M","B17001_024E","B17001_024M","B17001_025E","B17001_025M","B17001_026E","B17001_026M","B17001_027E","B17001_027M","B17001_028E","B17001_028M","B17001_029E","B17001_029M","B17001_030E","B17001_030M","B17001_031E","B17001_031M","B17001_032E","B17001_032M","B17001_033E","B17001_033M","B17001_034E","B17001_034M","B17001_035E","B17001_035M","B17001_036E","B17001_036M","B17001_037E","B17001_037M","B17001_038E","B17001_038M","B17001_039E","B17001_039M","B17001_040E","B17001_040M","B17001_041E","B17001_041M","B17001_042E","B17001_042M","B17001_043E","B17001_043M","B17001_044E","B17001_044M","B17001_045E","B17001_045M","B17001_046E","B17001_046M","B17001_047E","B17001_047M","B17001_048E","B17001_048M","B17001_049E","B17001_049M","B17001_050E","B17001_050M","B17001_051E","B17001_051M","B17001_052E","B17001_052M","B17001_053E","B17001_053M","B17001_054E","B17001_054M","B17001_055E","B17001_055M","B17001_056E","B17001_056M","B17001_057E","B17001_057M","B17001_058E","B17001_058M","B17001_059E","B17001_059M"
"0500000US06061","Placer County, California","395459","974","28270","6095","13998","3594","441","291","160","258","2809","1959","545","471","368","271","536","533","1851","778","1603","810","1003","696","1450","646","1622","584","1158","611","452","276","14272","2967","378","347","96","112","1060","646","894","670","328","339","638","424","1975","861","1183","572","2045","943","1545","741","1468","682","920","403","1742","538","367189","6451","179440","3861","10010","508","2210","877","12428","2100","7975","1620","2076","589","5347","823","12269","848","19874","1187","25292","1187","24250","925","24072","666","19705","1012","13932","663","187749","3054","9851","495","2053","865","13620","1533","6996","1494","2139","705","4414","819","12131","921","19649","653","24635","1225","25391","851","26675","810","22687","606","17508","581"
"0500000US06065","Riverside County, California","2427100","4052","273451","17138","126053","9312","11577","2039","1587","869","15358","2212","6686","1427","2575","867","5532","1616","15039","2924","14957","3369","13247","2299","11748","1652","12424","2137","9523","1670","5800","1370","147398","10508","11796","2166","2308","1086","12950","2617","8084","1610","1760","655","3879","1123","15578","2725","20726","2874","19706","2462","12247","2125","16169","2251","11636","1713","10559","1811","2153649","17424","1078814","9591","65470","2239","12428","2209","90009","4452","48893","3967","14600","2295","31003","2367","99011","2897","158080","3556","143472","2445","137681","1847","127260","2220","87982","1761","62925","1376","1074835","10995","61701","2462","11694","1839","86786","4726","47273","3708","17149","2225","29793","2319","92909","3280","146453","2851","140437","2582","138510","2067","127799","2243","97912","1736","76419","1804"
"0500000US06067","Sacramento County, California","1529955","2541","192635","14798","88307","7388","8457","1880","1993","969","9492","1907","4494","1559","1515","687","3392","1109","10608","2032","13540","2693","10988","1814","6671","1385","9851","1762","4333","1103","2973","916","104328","9192","7971","1875","2274","1452","9833","2111","3611","1180","896","485","2932","982","13199","2069","18420","2502","13595","2469","8833","1858","11433","2136","5987","1206","5344","1202","1337320","14762","656648","7523","40802","1855","8926","1354","51978","3243","26114","2646","7167","1499","17916","1763","54202","2196","106844","2726","91341","2099","83666","1629","79313","1728","54793","1238","33586","998","680672","9290","38709","2304","8431","1571","48719","3184","25559","2919","8301","1198","17343","1503","48032","2326","103201","2457","92696","2478","88027","1853","87827","2221","67286","1232","46541","1354"
"0500000US06071","San Bernardino County, California","2130585","4107","282497","17425","125428","9124","13729","2316","3162","1202","18843","3417","7513","1627","2326","920","4753","1145","13528","2277","14141","2449","13317","2329","11074","1648","11064","1778","7906","1399","4072","1023","157069","11175","14464","2836","2085","766","18560","3325","8993","2120","4113","1426","4428","1209","16002","2229","24897","2844","18012","2400","12479","2254","15632","2205","9734","1454","7670","1592","1848088","18034","924272","9656","62619","2567","12790","2653","77481","4307","41951","3647","13358","1928","27901","1907","92584","2630","151471","2856","123746","2360","113605","1902","103943","2241","66028","1627","36795","1072","923816","11431","57966","3018","10602","2105","75344","4855","39521","3174","10410","1667","27529","2341","86947","2373","138170","3231","122125","2686","119712","1927","111860","2244","74587","1537","49043","1544"
"0500000US06073","San Diego County, California","3255097","5092","333862","18677","151446","9224","12698","2560","2183","992","12543","2339","8431","2183","2149","656","5792","1386","25354","3827","21222","2936","16426","2399","13109","2070","14719","2149","10927","1868","5893","1366","182416","11992","11245","2389","2027","998","16418","3037","6981","1822","2536","848","6259","1208","22964","3074","25014","3499","22859","2744","18292","2723","19084","2661","14586","1909","14151","2300","2921235","19237","1466058","9428","88808","2807","18230","2471","99634","5082","58102","5119","15480","1760","34267","2004","126006","4156","257690","3678","210912","2908","185606","2322","175248","2335","118326","2098","77749","1485","1455177","12445","86075","2473","14427","2040","97115","4597","54253","4172","16308","2157","30992","2014","118525","3302","235557","3511","198160","2779","185270","2867","182927","2757","134706","2119","100862","2323"
"0500000US06075","San Francisco County, California","867649","2450","82356","7138","38016","4136","533","399","199","346","1020","695","1400","801","527","465","294","329","6577","2153","3866","1420","4187","1360","4295","1302","7484","1970","4157","1214","3477","1086","44340","4599","1461","957","338","374","1490","722","527","374","219","235","409","466","8713","2176","5647","1391","4073","972","3362","1145","4557","1262","5569","1449","7975","1672","785293","7076","403372","4257","18132","641","2028","567","18854","1772","7374","1391","2071","766","4810","723","19946","2289","101741","1845","71896","1496","56317","1340","44491","2034","34058","1435","21654","1033","381921","4850","18083","1190","3085","1173","17145","1771","7046","1216","2638","829","5089","1001","20446","2058","91920","1687","61644","1136","48872","1182","43570","1227","35429","1474","26954","1744"
"0500000US06077","San Joaquin County, California","742138","2309","101591","10364","48439","6728","5937","1703","1486","742","6190","1755","4124","1325","1233","677","2133","865","4143","1302","5128","1415","6737","2053","4393","1213","3981","875","2277","938","677","385","53152","5690","5779","1467","562","381","5051","1145","2355","879","762","495","1666","783","3802","1294","7611","1362","7868","1569","5787","1363","4327","1249","4292","948","3290","948","640547","10217","317885","6764","19943","1765","2609","884","29193","2726","15610","2120","4824","945","9934","1194","31744","1764","47483","1502","42696","2068","39075","1274","36250","1068","23219","1020","15305","486","322662","5953","19109","1485","2457","743","28644","2084","15663","1992","5416","1041","9082","1157","29886","1333","44812","1379","42083","1630","39900","1371","39161","1237","26750","1029","19699","1036"
"0500000US06079","San Luis Obispo County, California","267499","1676","31960","5338","15123","3005","84","137","55","94","1257","1017","548","702","0","216","323","273","6667","1735","1762","742","300","303","872","498","1862","707","998","622","395","285","16837","3700","998","975","0","216","351","287","1024","731","445","450","335","275","5620","1461","1190","613","1690","883","1528","787","1433","746","839","395","1384","607","235539","5657","117256","3324","5726","402","1407","906","6463","1292","4755","1123","1067","584","2402","600","11060","1770","14044","892","14993","590","14126","778","15441","721","15296","956","10476","719","118283","3990","5091","1198","1331","532","5851","954","4747","1054","961","483","2789","777","9937","1537","13653","769","13535","987","12775","789","18428","782","17661","503","11524","698"
"0500000US06081","San Mateo County, California","761098","1215","45632","6041","19698","3141","1693","862","570","675","764","456","639","460","215","255","920","568","2443","773","3186","1087","2245","959","1523","735","2635","949","1755","687","1110","616","25934","3903","1037","846","0","216","1468","736","1300","770","177","247","692","544","3488","1097","3451","982","2834","974","2881","1064","3964","1108","1354","521","3288","1007","715466","6201","355785","3416","19574","966","4572","1200","26237","1515","10923","1491","3417","665","8630","1001","25785","1036","56803","1545","53037","1196","49151","926","45715","1182","30699","742","21242","808","359681","4277","19050","1052","4108","1072","22316","1603","12624","1712","3663","1037","8628","1063","23003","1293","50683","981","52637","1397","48881","1264","48593","1368","36250","604","29245","1044"
"0500000US06083","Santa Barbara County, California","424175","3183","50817","5755","22537","3597","1644","796","50","89","1793","745","1419","893","183","158","345","267","8542","2076","1173","550","2317","908","1380","661","1637","619","992","444","1062","589","28280","3452","1209","728","368","427","1785","929","1678","902","478","324","768","470","9162","2070","2489","805","2704","905","859","490","3604","956","1272","491","1904","748","373358","5846","188517","3898","11570","961","1992","565","15975","1597","5829","1200","2065","767","4715","777","21357","2052","28219","1043","22846","1104","22047","1265","22561","782","17611","622","11730","921","184841","3263","11289","869","2200","803","13436","1608","6641","1346","2386","796","4312","705","18380","2026","26028","1071","21608","978","21959","489","22169","1032","18863","590","15570","784"
"0500000US06085","Santa Clara County, California","1892698","3273","114594","8802","51629","4333","2110","1063","479","375","3137","1017","2023","776","527","398","1499","753","8886","1588","6717","1491","5443","1304","7042","1366","6881","1303","3790","868","3095","999","62965","6105","2275","1136","716","510","3387","1189","1876","752","1348","745","1298","865","10408","2457","6911","1316","6246","1136","7427","1676","7249","1273","7140","1331","6684","1443","1778104","9188","905779","4950","53570","1486","8543","1712","67992","2854","35576","2571","12104","1866","21074","1804","65699","2062","162739","1486","136625","1661","123409","1458","107981","1504","65101","986","45366","1130","872325","6500","50850","1323","11287","1731","60458","2867","33360","2992","12140","1472","20066","1772","58548","2689","137262","1515","128964","1622","120961","1974","106974","1299","71558","1356","59897","1580"
"0500000US06087","Santa Cruz County, California","261453","1786","26448","4458","11596","2692","108","203","0","216","1141","922","50","81","262","350","281","235","4072","1556","683","384","392","354","1236","627","1694","714","1094","667","583","370","14852","2441","310","366","0","216","656","463","450","599","170","263","174","210","4783","1549","1773","713","1203","786","1543","657","1915","701","572","308","1303","611","235005","4611","117441","2912","6365","513","1037","704","8209","1217","4385","1179","1252","376","2723","551","11268","1652","15980","747","15448","635","15178","578","15271","833","14549","727","5776","393","117564","2641","6382","352","650","428","8417","1452","3638","1017","1098","453","2992","578","10971","1401","13980","873","14557","892","14402","769","16653","718","15979","746","7845","604"
"0500000US06089","Shasta County, California","177226","1013","22286","4056","10087","2186","747","366","127","137","1244","607","84","97","143","251","356","426","620","558","1157","582","1828","876","555","288","1707","775","1409","637","110","114","12199","2494","491","355","39","65","553","421","243","249","558","512","381","346","1337","658","1921","703","1313","728","579","476","2511","890","1279","630","994","373","154940","4214","77292","2375","4781","561","787","445","6477","950","1999","713","1103","512","1676","532","6559","894","10012","1004","8566","819","9056","798","10612","721","9232","735","6432","324","77648","2556","3911","550","1517","608","5759","827","2273","546","937","400","1721","547","4697","672","9333","837","9140","715","9714","530","10676","874","10808","716","7162","468"
"0500000US06095","Solano County, California","435439","1793","38543","5261","16228","2720","474","372","278","448","1737","858","943","614","394","379","1363","691","2096","765","1441","973","2221","951","1811","850","1620","585","781","437","1069","549","22315","3295","1560","944","496","339","1685","827","692","667","557","430","587","425","2328","1123","2600","947","3044","1009","2351","995","3020","883","1768","639","1627","658","396896","5645","195295","3117","12606","850","2177","820","16118","1651","6067","1383","1910","677","4611","904","17093","859","30606","1072","24902","1038","24176","1197","25407","737","19247","469","10375","530","201601","3360","11295","931","2804","903","13939","1493","7178","1174","2665","759","4255","831","15279","1198","29231","1020","25350","1109","24955","1020","28246","1138","21854","649","14550","667"
"0500000US06097","Sonoma County, California","486191","1623","33007","4070","13317","2192","828","627","53","87","483","370","179","176","642","563","513","395","1633","656","1324","660","2110","857","1240","662","1486","595","1659","719","1167","543","19690","2820","706","834","165","265","1046","678","517","417","527","331","214","208","2269","1047","2315","950","2617","960","2246","822","2232","738","2569","848","2267","919","453184","4256","221762","2814","10386","783","2313","739","16357","1556","6663","1417","2231","576","5160","743","16360","748","30257","1025","28778","892","30107","1161","31396","992","26333","764","15421","668","231422","2834","11066","578","2215","671","11730","1458","10088","1663","2126","608","6128","661","17379","1243","27075","1057","27853","1047","29019","1043","35181","1156","31559","941","20003","994"
"0500000US06099","Stanislaus County, California","546896","829","69572","7742","31770","4561","4352","1703","884","552","3827","1059","2396","878","666","506","817","477","3899","1312","4195","1232","2462","926","1878","700","4316","1226","1418","743","660","376","37802","4019","3525","1219","641","555","3458","1067","1748","655","631","515","1637","742","3930","1290","5306","1399","4642","1342","3826","1012","3318","1074","2819","763","2321","936","477324","7879","237751","5078","14990","1955","2532","845","21034","2090","11020","1791","3670","983","7709","854","24320","1731","35716","1565","32337","1138","29007","881","25611","1325","17895","1036","11910","817","239573","4342","16103","1531","3237","1057","19621","1836","12080","1597","3269","920","6627","1057","21020","1464","33296","1633","30742","1439","28753","1328","29757","1218","19965","967","15103","872"
"0500000US06101","Sutter County, California","96166","479","11950","3557","5871","1989","347","356","0","216","968","742","476","473","187","297","581","580","476","408","118","101","766","550","567","384","816","424","407","313","162","175","6079","1898","479","430","0","216","258","223","646","561","0","216","0","216","683","522","1042","567","620","416","644","471","446","257","528","373","733","391","84216","3536","42614","2115","2944","496","1004","489","3745","801","1134","601","978","577","795","380","4456","614","6076","923","5571","865","4937","679","4932","477","3565","441","2477","446","41602","1858","2723","386","1120","651","3282","685","1598","499","730","370","793","398","3403","765","5604","1072","4738","753","5422","847","5455","273","3582","509","3152","614"
"0500000US06103","Tehama County, California","64024","632","11727","4464","5788","2080","379","397","387","618","798","630","552","726","86","171","0","216","722","763","609","503","436","532","547","407","376","277","271","253","625","402","5939","2743","511","549","0","216","501","419","743","671","207","317","195","250","816","827","464","484","1341","1047","94","97","768","481","189","195","110","174","52297","4554","26324","2263","806","575","115","95","2395","1071","1390","817","366","332","742","366","1892","972","3411","1320","3381","814","2935","665","3307","449","3497","569","2087","557","25973","2716","1007","587","135","183","1283","787","980","513","342","294","888","654","476","383","3474","1214","3808","1465","3043","830","4063","607","3583","580","2891","293"
"0500000US06107","Tulare County, California","460020","1572","86315","11799","37615","5813","4295","1571","711","495","5652","1772","3217","1280","988","807","2689","965","4394","1591","4005","1307","4074","1200","2924","974","2174","859","1411","647","1081","595","48700","7195","4146","1226","1502","909","6363","2536","4009","1598","687","445","2069","852","5376","1726","8001","2218","4515","1541","4142","1238","3100","787","2556","886","2234","736","373705","12099","191088","6284","15058","1870","4817","1461","17364","2875","8592","1850","2369","869","5830","1389","18671","1690","29451","1496","25449","1117","21912","1179","20047","932","13824","694","7704","531","182617","7125","12994","1289","1459","743","17926","2688","8684","2166","2840","1036","5653","1264","17461","1769","24542","2351","24371","1577","21687","1365","21069","835","13930","1079","10001","795"
"0500000US06111","Ventura County, California","832477","2934","66011","7544","30093","4064","2425","1126","289","302","4194","1313","1894","762","878","559","563","337","3350","1130","2635","749","2776","856","3556","1183","3063","686","2867","853","1603","705","35918","4367","2254","888","1027","535","3464","1110","2494","1082","484","357","1119","498","3596","1169","4321","1090","5056","1150","3391","1192","3424","917","2168","741","3120","928","766466","8427","379702","4738","21357","1120","3115","894","28142","1831","16275","2001","6857","1036","8645","1124","33231","1407","55030","1197","49439","929","50303","1306","51672","809","33248","963","22388","802","386764","4829","20458","1245","3480","1138","24615","1903","16341","1834","5241","1152","10573","1179","32127","1545","50292","1205","47213","1353","52635","1352","54076","941","39417","951","30296","998"
"0500000US06113","Yolo County, California","211872","1517","38325","4929","16159","3239","387","307","214","250","1471","931","855","678","455","498","263","304","6584","1689","1440","640","1554","839","387","393","1714","953","441","322","394","247","22166","2744","544","431","0","216","876","563","642","621","0","216","386","287","11859","1557","2399","740","1691","774","1190","712","770","368","1047","633","762","357","173547","4956","86796","3280","5264","401","661","352","6096","1151","3279","1018","1554","753","1345","541","11839","1636","13896","672","12179","1298","10046","581","9214","671","7325","454","4098","330","86751","2847","4855","451","915","442","6514","1055","3242","971","2092","598","1469","570","8085","1461","12063","949","11665","775","10730","597","11250","512","8588","622","5283","569"
"0500000US06115","Yuba County, California","76652","890","11275","2650","4815","1376","462","368","44","74","235","329","256","250","0","216","303","268","499","432","1230","707","140","187","854","562","500","323","239","286","53","91","6460","1647","611","400","230","277","614","511","118","130","118","208","0","216","641","492","1309","645","633","461","393","336","988","413","743","453","62","86","65377","2729","33582","1452","2312","624","827","621","3774","661","962","552","353","359","870","439","2319","616","5199","918","4626","599","3394","798","4445","653","2983","481","1518","328","31795","1940","2740","743","900","603","2930","791","1173","563","237","248","742","363","2215","509","5080","718","3699","604","3736","647","3745","635","2512","684","2086","401"
"0400000US06","California","38733295","9821","4552837","67995","2060231","33850","182756","8892","34513","3758","232206","12000","126084","7149","40126","3899","73108","4948","282169","12147","248529","9083","219220","9561","181392","8140","213765","7961","135480","6571","90883","4473","2492606","42022","179519","9719","34570","3599","224457","9036","126153","7343","40664","3422","69418","4866","316113","10865","346125","10476","306446","9413","226818","8708","248809","8438","183814","7160","189700","7509","34180458","67470","17084141","32771","1003309","8409","190721","8122","1263652","15522","662604","13445","212927","7009","426691","8454","1456891","12765","2789694","10110","2404815","10771","2254066","9310","2085993","9056","1422314","7570","910464","5632","17096317","43529","958765","9703","190007","6756","1190310","16685","642099","13072","210521","6746","413653","9248","1350236","11250","2562541","11304","2303063","10472","2266331","9411","2202815","8582","1615579","7152","1190397","7940"
